2023-08-14 10:34:08,961 | log | INFO | 22222
2023-08-17 17:38:14,605 | log | INFO | Inserting the 11 data
2023-08-17 17:38:14,606 | log | INFO | Start inserting the 12 data
2023-08-17 17:38:14,813 | log | INFO | Inserting the 12 data
2023-08-17 17:38:14,813 | log | INFO | Start inserting the 13 data
2023-08-17 17:38:15,026 | log | INFO | Inserting the 13 data
2023-08-17 17:38:15,027 | log | INFO | Start inserting the 14 data
2023-08-17 17:38:15,234 | log | INFO | Inserting the 14 data
2023-08-17 17:38:15,235 | log | INFO | Start inserting the 15 data
2023-08-17 17:38:15,445 | log | INFO | Inserting the 15 data
2023-08-17 17:38:15,446 | log | INFO | Start inserting the 16 data
2023-08-17 17:38:15,656 | log | INFO | Inserting the 16 data
2023-08-17 17:38:15,656 | log | INFO | Start inserting the 17 data
2023-08-17 17:38:15,865 | log | INFO | Inserting the 17 data
2023-08-17 17:38:15,866 | log | INFO | Start inserting the 18 data
2023-08-17 17:38:16,072 | log | INFO | Inserting the 18 data
2023-08-17 17:38:16,073 | log | INFO | Start inserting the 19 data
2023-08-17 17:38:16,281 | log | INFO | Inserting the 19 data
2023-08-17 17:38:16,282 | log | INFO | Start inserting the 20 data
2023-08-17 17:38:16,506 | log | INFO | Inserting the 20 data
2023-08-17 17:38:16,506 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-17 17:54:15,910 | log | INFO | Start connecting to database...
2023-08-17 17:54:15,944 | log | INFO | Successfully connected...
2023-08-17 17:54:15,944 | log | INFO | Establishing Table
2023-08-17 17:54:15,947 | log | INFO | Start read the data
2023-08-17 17:54:15,948 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-17 17:55:07,697 | log | INFO | Start connecting to database...
2023-08-17 17:55:07,761 | log | INFO | Successfully connected...
2023-08-17 17:55:07,761 | log | INFO | Establishing Table
2023-08-17 17:55:25,047 | log | INFO | Start read the data
2023-08-17 17:55:26,814 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-17 17:56:01,757 | log | INFO | Start connecting to database...
2023-08-17 17:56:01,828 | log | INFO | Successfully connected...
2023-08-17 17:56:01,829 | log | INFO | Establishing Table
2023-08-17 17:56:05,360 | log | INFO | Start read the data
2023-08-17 17:56:06,748 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-17 17:56:55,773 | log | INFO | Start connecting to database...
2023-08-17 17:56:55,803 | log | INFO | Successfully connected...
2023-08-17 17:56:55,804 | log | INFO | Establishing Table
2023-08-17 17:56:55,809 | log | INFO | Start read the data
2023-08-17 17:56:55,811 | log | INFO | ----Completed 1 lines-----
2023-08-17 17:56:55,812 | log | INFO | ----Completed 2 lines-----
2023-08-17 17:56:55,812 | log | INFO | ----Completed 3 lines-----
2023-08-17 17:56:55,813 | log | INFO | ----Completed 4 lines-----
2023-08-17 17:56:55,813 | log | INFO | ----Completed 5 lines-----
2023-08-17 17:56:55,813 | log | INFO | ----Completed 6 lines-----
2023-08-17 17:56:55,813 | log | INFO | ----Completed 7 lines-----
2023-08-17 17:56:55,813 | log | INFO | ----Completed 8 lines-----
2023-08-17 17:56:55,815 | log | INFO | ----Completed 9 lines-----
2023-08-17 17:56:55,815 | log | INFO | ----Completed 10 lines-----
2023-08-17 17:56:55,815 | log | INFO | ----Completed 11 lines-----
2023-08-17 17:56:55,816 | log | INFO | ----Completed 12 lines-----
2023-08-17 17:56:55,820 | log | INFO | ----Completed 13 lines-----
2023-08-17 17:56:55,822 | log | INFO | ----Completed 14 lines-----
2023-08-17 17:56:55,823 | log | INFO | ----Completed 15 lines-----
2023-08-17 17:56:55,824 | log | INFO | ----Completed 16 lines-----
2023-08-17 17:56:55,824 | log | INFO | ----Completed 17 lines-----
2023-08-17 17:56:55,825 | log | INFO | ----Completed 18 lines-----
2023-08-17 17:56:55,825 | log | INFO | ----Completed 19 lines-----
2023-08-17 17:56:55,825 | log | INFO | ----Completed 20 lines-----
2023-08-17 17:56:55,826 | log | INFO | Start inserting the 1 data
2023-08-17 17:56:57,313 | log | INFO | Inserting the 1 data
2023-08-17 17:56:57,314 | log | INFO | Start inserting the 2 data
2023-08-17 17:56:57,528 | log | INFO | Inserting the 2 data
2023-08-17 17:56:57,528 | log | INFO | Start inserting the 3 data
2023-08-17 17:56:57,740 | log | INFO | Inserting the 3 data
2023-08-17 17:56:57,741 | log | INFO | Start inserting the 4 data
2023-08-17 17:56:57,951 | log | INFO | Inserting the 4 data
2023-08-17 17:56:57,952 | log | INFO | Start inserting the 5 data
2023-08-17 17:56:58,163 | log | INFO | Inserting the 5 data
2023-08-17 17:56:58,164 | log | INFO | Start inserting the 6 data
2023-08-17 17:56:58,374 | log | INFO | Inserting the 6 data
2023-08-17 17:56:58,375 | log | INFO | Start inserting the 7 data
2023-08-17 17:56:58,585 | log | INFO | Inserting the 7 data
2023-08-17 17:56:58,587 | log | INFO | Start inserting the 8 data
2023-08-17 17:56:58,800 | log | INFO | Inserting the 8 data
2023-08-17 17:56:58,802 | log | INFO | Start inserting the 9 data
2023-08-17 17:56:59,013 | log | INFO | Inserting the 9 data
2023-08-17 17:56:59,013 | log | INFO | Start inserting the 10 data
2023-08-17 17:56:59,225 | log | INFO | Inserting the 10 data
2023-08-17 17:56:59,226 | log | INFO | Start inserting the 11 data
2023-08-17 17:56:59,438 | log | INFO | Inserting the 11 data
2023-08-17 17:56:59,439 | log | INFO | Start inserting the 12 data
2023-08-17 17:56:59,652 | log | INFO | Inserting the 12 data
2023-08-17 17:56:59,653 | log | INFO | Start inserting the 13 data
2023-08-17 17:56:59,863 | log | INFO | Inserting the 13 data
2023-08-17 17:56:59,863 | log | INFO | Start inserting the 14 data
2023-08-17 17:57:00,072 | log | INFO | Inserting the 14 data
2023-08-17 17:57:00,073 | log | INFO | Start inserting the 15 data
2023-08-17 17:57:00,291 | log | INFO | Inserting the 15 data
2023-08-17 17:57:00,292 | log | INFO | Start inserting the 16 data
2023-08-17 17:57:00,502 | log | INFO | Inserting the 16 data
2023-08-17 17:57:00,503 | log | INFO | Start inserting the 17 data
2023-08-17 17:57:00,717 | log | INFO | Inserting the 17 data
2023-08-17 17:57:00,718 | log | INFO | Start inserting the 18 data
2023-08-17 17:57:00,929 | log | INFO | Inserting the 18 data
2023-08-17 17:57:00,930 | log | INFO | Start inserting the 19 data
2023-08-17 17:57:01,140 | log | INFO | Inserting the 19 data
2023-08-17 17:57:01,142 | log | INFO | Start inserting the 20 data
2023-08-17 17:57:01,354 | log | INFO | Inserting the 20 data
2023-08-17 17:57:01,355 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-17 17:57:44,167 | log | INFO | Start connecting to database...
2023-08-17 17:57:44,232 | log | INFO | Successfully connected...
2023-08-17 17:57:44,234 | log | INFO | Establishing Table
2023-08-18 14:40:41,175 | log | INFO | Start connecting to database...
2023-08-18 14:40:41,319 | log | INFO | Successfully connected...
2023-08-18 14:40:41,321 | log | INFO | Establishing Table
2023-08-18 14:40:41,326 | log | INFO | Start read the data
2023-08-18 14:40:41,329 | log | INFO | ----Completed 1 lines-----
2023-08-18 14:40:41,330 | log | INFO | ----Completed 2 lines-----
2023-08-18 14:40:41,332 | log | INFO | ----Completed 3 lines-----
2023-08-18 14:40:41,332 | log | INFO | ----Completed 4 lines-----
2023-08-18 14:40:41,333 | log | INFO | ----Completed 5 lines-----
2023-08-18 14:40:41,333 | log | INFO | ----Completed 6 lines-----
2023-08-18 14:40:41,333 | log | INFO | ----Completed 7 lines-----
2023-08-18 14:40:41,334 | log | INFO | ----Completed 8 lines-----
2023-08-18 14:40:41,334 | log | INFO | ----Completed 9 lines-----
2023-08-18 14:40:41,334 | log | INFO | ----Completed 10 lines-----
2023-08-18 14:40:41,335 | log | INFO | Start inserting the 1 data
2023-08-18 14:40:42,837 | log | INFO | Inserting the 1 data
2023-08-18 14:40:42,838 | log | INFO | Start inserting the 2 data
2023-08-18 14:40:43,054 | log | INFO | Inserting the 2 data
2023-08-18 14:40:43,055 | log | INFO | Start inserting the 3 data
2023-08-18 14:40:43,342 | log | INFO | Inserting the 3 data
2023-08-18 14:40:43,343 | log | INFO | Start inserting the 4 data
2023-08-18 14:40:43,581 | log | INFO | Inserting the 4 data
2023-08-18 14:40:43,582 | log | INFO | Start inserting the 5 data
2023-08-18 14:40:43,857 | log | INFO | Inserting the 5 data
2023-08-18 14:40:43,858 | log | INFO | Start inserting the 6 data
2023-08-18 14:40:44,064 | log | INFO | Inserting the 6 data
2023-08-18 14:40:44,065 | log | INFO | Start inserting the 7 data
2023-08-18 14:40:44,364 | log | INFO | Inserting the 7 data
2023-08-18 14:40:44,364 | log | INFO | Start inserting the 8 data
2023-08-18 14:40:44,571 | log | INFO | Inserting the 8 data
2023-08-18 14:40:44,572 | log | INFO | Start inserting the 9 data
2023-08-18 14:40:44,866 | log | INFO | Inserting the 9 data
2023-08-18 14:40:44,867 | log | INFO | Start inserting the 10 data
2023-08-18 14:40:45,082 | log | INFO | Inserting the 10 data
2023-08-18 14:40:45,083 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-18 14:41:01,321 | log | INFO | Start connecting to database...
2023-08-18 14:41:01,355 | log | INFO | Successfully connected...
2023-08-18 14:41:01,355 | log | INFO | Establishing Table
2023-08-18 14:41:01,360 | log | INFO | Start read the data
2023-08-18 14:41:01,364 | log | INFO | ----Completed 1 lines-----
2023-08-18 14:41:01,364 | log | INFO | ----Completed 2 lines-----
2023-08-18 14:41:01,364 | log | INFO | ----Completed 3 lines-----
2023-08-18 14:41:01,365 | log | INFO | ----Completed 4 lines-----
2023-08-18 14:41:01,365 | log | INFO | ----Completed 5 lines-----
2023-08-18 14:41:01,365 | log | INFO | ----Completed 6 lines-----
2023-08-18 14:41:01,366 | log | INFO | ----Completed 7 lines-----
2023-08-18 14:41:01,366 | log | INFO | ----Completed 8 lines-----
2023-08-18 14:41:01,367 | log | INFO | ----Completed 9 lines-----
2023-08-18 14:41:01,367 | log | INFO | ----Completed 10 lines-----
2023-08-18 14:41:01,368 | log | INFO | ----Completed 11 lines-----
2023-08-18 14:41:01,368 | log | INFO | ----Completed 12 lines-----
2023-08-18 14:41:01,368 | log | INFO | ----Completed 13 lines-----
2023-08-18 14:41:01,369 | log | INFO | ----Completed 14 lines-----
2023-08-18 14:41:01,369 | log | INFO | ----Completed 15 lines-----
2023-08-18 14:41:01,369 | log | INFO | ----Completed 16 lines-----
2023-08-18 14:41:01,370 | log | INFO | ----Completed 17 lines-----
2023-08-18 14:41:01,370 | log | INFO | ----Completed 18 lines-----
2023-08-18 14:41:01,370 | log | INFO | ----Completed 19 lines-----
2023-08-18 14:41:01,371 | log | INFO | ----Completed 20 lines-----
2023-08-18 14:41:01,371 | log | INFO | ----Completed 21 lines-----
2023-08-18 14:41:01,371 | log | INFO | ----Completed 22 lines-----
2023-08-18 14:41:01,373 | log | INFO | ----Completed 23 lines-----
2023-08-18 14:41:01,373 | log | INFO | ----Completed 24 lines-----
2023-08-18 14:41:01,374 | log | INFO | ----Completed 25 lines-----
2023-08-18 14:41:01,374 | log | INFO | ----Completed 26 lines-----
2023-08-18 14:41:01,376 | log | INFO | ----Completed 27 lines-----
2023-08-18 14:41:01,379 | log | INFO | ----Completed 28 lines-----
2023-08-18 14:41:01,380 | log | INFO | ----Completed 29 lines-----
2023-08-18 14:41:01,381 | log | INFO | ----Completed 30 lines-----
2023-08-18 14:41:01,382 | log | INFO | ----Completed 31 lines-----
2023-08-18 14:41:01,382 | log | INFO | ----Completed 32 lines-----
2023-08-18 14:41:01,383 | log | INFO | ----Completed 33 lines-----
2023-08-18 14:41:01,384 | log | ERROR | Error reading data:could not convert string to float: "nan, 'requestID'"
2023-08-18 14:41:01,385 | log | ERROR | Error reading data:could not convert string to float: "nan, 'requestID'"
2023-08-18 14:41:01,385 | log | INFO | ----Completed 34 lines-----
2023-08-18 14:41:01,387 | log | INFO | ----Completed 35 lines-----
2023-08-18 14:41:01,387 | log | INFO | ----Completed 36 lines-----
2023-08-18 14:41:01,388 | log | INFO | ----Completed 37 lines-----
2023-08-18 14:41:01,388 | log | INFO | ----Completed 38 lines-----
2023-08-18 14:41:01,389 | log | INFO | ----Completed 39 lines-----
2023-08-18 14:41:01,390 | log | INFO | ----Completed 40 lines-----
2023-08-18 14:41:01,392 | log | INFO | ----Completed 41 lines-----
2023-08-18 14:41:01,393 | log | INFO | ----Completed 42 lines-----
2023-08-18 14:41:01,394 | log | INFO | ----Completed 43 lines-----
2023-08-18 14:41:01,395 | log | INFO | ----Completed 44 lines-----
2023-08-18 14:41:01,396 | log | INFO | ----Completed 45 lines-----
2023-08-18 14:41:01,396 | log | INFO | ----Completed 46 lines-----
2023-08-18 14:41:01,397 | log | INFO | ----Completed 47 lines-----
2023-08-18 14:41:01,397 | log | INFO | ----Completed 48 lines-----
2023-08-18 14:41:01,399 | log | INFO | ----Completed 49 lines-----
2023-08-18 14:41:01,400 | log | INFO | ----Completed 50 lines-----
2023-08-18 14:41:01,401 | log | INFO | ----Completed 51 lines-----
2023-08-18 14:41:01,403 | log | INFO | ----Completed 52 lines-----
2023-08-18 14:41:01,404 | log | INFO | ----Completed 53 lines-----
2023-08-18 14:41:01,405 | log | INFO | ----Completed 54 lines-----
2023-08-18 14:41:01,406 | log | INFO | ----Completed 55 lines-----
2023-08-18 14:41:01,408 | log | INFO | ----Completed 56 lines-----
2023-08-18 14:41:01,409 | log | INFO | ----Completed 57 lines-----
2023-08-18 14:41:01,409 | log | INFO | ----Completed 58 lines-----
2023-08-18 14:41:01,410 | log | INFO | ----Completed 59 lines-----
2023-08-18 14:41:01,411 | log | INFO | ----Completed 60 lines-----
2023-08-18 14:41:01,412 | log | INFO | ----Completed 61 lines-----
2023-08-18 14:41:01,413 | log | INFO | ----Completed 62 lines-----
2023-08-18 14:41:01,414 | log | INFO | ----Completed 63 lines-----
2023-08-18 14:41:01,414 | log | INFO | ----Completed 64 lines-----
2023-08-18 14:41:01,417 | log | INFO | ----Completed 65 lines-----
2023-08-18 14:41:01,420 | log | INFO | ----Completed 66 lines-----
2023-08-18 14:41:01,421 | log | INFO | ----Completed 67 lines-----
2023-08-18 14:41:01,422 | log | INFO | ----Completed 68 lines-----
2023-08-18 14:41:01,423 | log | INFO | ----Completed 69 lines-----
2023-08-18 14:41:01,423 | log | INFO | ----Completed 70 lines-----
2023-08-18 14:41:01,424 | log | INFO | ----Completed 71 lines-----
2023-08-18 14:41:01,425 | log | INFO | ----Completed 72 lines-----
2023-08-18 14:41:01,426 | log | INFO | ----Completed 73 lines-----
2023-08-18 14:41:01,426 | log | INFO | ----Completed 74 lines-----
2023-08-18 14:41:01,427 | log | INFO | ----Completed 75 lines-----
2023-08-18 14:41:01,428 | log | INFO | ----Completed 76 lines-----
2023-08-18 14:41:01,429 | log | INFO | ----Completed 77 lines-----
2023-08-18 14:41:01,430 | log | INFO | ----Completed 78 lines-----
2023-08-18 14:41:01,431 | log | INFO | ----Completed 79 lines-----
2023-08-18 14:41:01,432 | log | INFO | ----Completed 80 lines-----
2023-08-18 14:41:01,432 | log | INFO | ----Completed 81 lines-----
2023-08-18 14:41:01,433 | log | INFO | ----Completed 82 lines-----
2023-08-18 14:41:01,433 | log | INFO | ----Completed 83 lines-----
2023-08-18 14:41:01,434 | log | INFO | ----Completed 84 lines-----
2023-08-18 14:41:01,442 | log | INFO | ----Completed 85 lines-----
2023-08-18 14:41:01,445 | log | INFO | ----Completed 86 lines-----
2023-08-18 14:41:01,446 | log | INFO | ----Completed 87 lines-----
2023-08-18 14:41:01,447 | log | INFO | ----Completed 88 lines-----
2023-08-18 14:41:01,448 | log | INFO | ----Completed 89 lines-----
2023-08-18 14:41:01,449 | log | INFO | ----Completed 90 lines-----
2023-08-18 14:41:01,449 | log | INFO | ----Completed 91 lines-----
2023-08-18 14:41:01,452 | log | INFO | ----Completed 92 lines-----
2023-08-18 14:41:01,453 | log | INFO | ----Completed 93 lines-----
2023-08-18 14:41:01,454 | log | INFO | ----Completed 94 lines-----
2023-08-18 14:41:01,455 | log | INFO | ----Completed 95 lines-----
2023-08-18 14:41:01,456 | log | INFO | ----Completed 96 lines-----
2023-08-18 14:41:01,457 | log | INFO | ----Completed 97 lines-----
2023-08-18 14:41:01,458 | log | INFO | ----Completed 98 lines-----
2023-08-18 14:41:01,460 | log | INFO | ----Completed 99 lines-----
2023-08-18 14:41:01,461 | log | INFO | ----Completed 100 lines-----
2023-08-18 14:41:01,463 | log | INFO | ----Completed 101 lines-----
2023-08-18 14:41:01,464 | log | INFO | ----Completed 102 lines-----
2023-08-18 14:41:01,464 | log | INFO | ----Completed 103 lines-----
2023-08-18 14:41:01,465 | log | INFO | ----Completed 104 lines-----
2023-08-18 14:41:01,466 | log | INFO | ----Completed 105 lines-----
2023-08-18 14:41:01,467 | log | INFO | ----Completed 106 lines-----
2023-08-18 14:41:01,468 | log | INFO | ----Completed 107 lines-----
2023-08-18 14:41:01,468 | log | INFO | ----Completed 108 lines-----
2023-08-18 14:41:01,469 | log | INFO | ----Completed 109 lines-----
2023-08-18 14:41:01,470 | log | INFO | ----Completed 110 lines-----
2023-08-18 14:41:01,470 | log | INFO | ----Completed 111 lines-----
2023-08-18 14:41:01,470 | log | INFO | ----Completed 112 lines-----
2023-08-18 14:41:01,471 | log | INFO | ----Completed 113 lines-----
2023-08-18 14:41:01,471 | log | INFO | ----Completed 114 lines-----
2023-08-18 14:41:01,473 | log | INFO | ----Completed 115 lines-----
2023-08-18 14:41:01,473 | log | INFO | ----Completed 116 lines-----
2023-08-18 14:41:01,474 | log | INFO | ----Completed 117 lines-----
2023-08-18 14:41:01,474 | log | INFO | ----Completed 118 lines-----
2023-08-18 14:41:01,475 | log | INFO | ----Completed 119 lines-----
2023-08-18 14:41:01,475 | log | INFO | ----Completed 120 lines-----
2023-08-18 14:41:01,476 | log | INFO | ----Completed 121 lines-----
2023-08-18 14:41:01,477 | log | INFO | ----Completed 122 lines-----
2023-08-18 14:41:01,478 | log | INFO | ----Completed 123 lines-----
2023-08-18 14:41:01,478 | log | INFO | ----Completed 124 lines-----
2023-08-18 14:41:01,479 | log | INFO | ----Completed 125 lines-----
2023-08-18 14:41:01,479 | log | INFO | ----Completed 126 lines-----
2023-08-18 14:41:01,479 | log | INFO | ----Completed 127 lines-----
2023-08-18 14:41:01,480 | log | INFO | ----Completed 128 lines-----
2023-08-18 14:41:01,480 | log | INFO | ----Completed 129 lines-----
2023-08-18 14:41:01,481 | log | INFO | ----Completed 130 lines-----
2023-08-18 14:41:01,481 | log | INFO | ----Completed 131 lines-----
2023-08-18 14:41:01,481 | log | INFO | ----Completed 132 lines-----
2023-08-18 14:41:01,482 | log | INFO | ----Completed 133 lines-----
2023-08-18 14:41:01,483 | log | INFO | ----Completed 134 lines-----
2023-08-18 14:41:01,484 | log | INFO | ----Completed 135 lines-----
2023-08-18 14:41:01,484 | log | INFO | ----Completed 136 lines-----
2023-08-18 14:41:01,485 | log | INFO | ----Completed 137 lines-----
2023-08-18 14:41:01,486 | log | INFO | ----Completed 138 lines-----
2023-08-18 14:41:01,486 | log | INFO | ----Completed 139 lines-----
2023-08-18 14:41:01,487 | log | INFO | ----Completed 140 lines-----
2023-08-18 14:41:01,487 | log | INFO | ----Completed 141 lines-----
2023-08-18 14:41:01,488 | log | INFO | ----Completed 142 lines-----
2023-08-18 14:41:01,488 | log | INFO | ----Completed 143 lines-----
2023-08-18 14:41:01,489 | log | INFO | ----Completed 144 lines-----
2023-08-18 14:41:01,489 | log | INFO | ----Completed 145 lines-----
2023-08-18 14:41:01,490 | log | INFO | ----Completed 146 lines-----
2023-08-18 14:41:01,490 | log | INFO | ----Completed 147 lines-----
2023-08-18 14:41:01,490 | log | INFO | ----Completed 148 lines-----
2023-08-18 14:41:01,491 | log | INFO | ----Completed 149 lines-----
2023-08-18 14:41:01,491 | log | INFO | ----Completed 150 lines-----
2023-08-18 14:41:01,491 | log | INFO | ----Completed 151 lines-----
2023-08-18 14:41:01,491 | log | INFO | ----Completed 152 lines-----
2023-08-18 14:41:01,492 | log | INFO | ----Completed 153 lines-----
2023-08-18 14:41:01,493 | log | INFO | ----Completed 154 lines-----
2023-08-18 14:41:01,494 | log | INFO | ----Completed 155 lines-----
2023-08-18 14:41:01,494 | log | INFO | ----Completed 156 lines-----
2023-08-18 14:41:01,495 | log | INFO | ----Completed 157 lines-----
2023-08-18 14:41:01,495 | log | INFO | ----Completed 158 lines-----
2023-08-18 14:41:01,496 | log | INFO | ----Completed 159 lines-----
2023-08-18 14:41:01,497 | log | INFO | ----Completed 160 lines-----
2023-08-18 14:41:01,498 | log | INFO | ----Completed 161 lines-----
2023-08-18 14:41:01,499 | log | INFO | ----Completed 162 lines-----
2023-08-18 14:41:01,500 | log | INFO | ----Completed 163 lines-----
2023-08-18 14:41:01,501 | log | INFO | ----Completed 164 lines-----
2023-08-18 14:41:01,501 | log | INFO | ----Completed 165 lines-----
2023-08-18 14:41:01,502 | log | INFO | ----Completed 166 lines-----
2023-08-18 14:41:01,502 | log | INFO | ----Completed 167 lines-----
2023-08-18 14:41:01,504 | log | INFO | ----Completed 168 lines-----
2023-08-18 14:41:01,504 | log | INFO | ----Completed 169 lines-----
2023-08-18 14:41:01,505 | log | INFO | ----Completed 170 lines-----
2023-08-18 14:41:01,505 | log | INFO | ----Completed 171 lines-----
2023-08-18 14:41:01,506 | log | INFO | ----Completed 172 lines-----
2023-08-18 14:41:01,506 | log | INFO | ----Completed 173 lines-----
2023-08-18 14:41:01,507 | log | INFO | ----Completed 174 lines-----
2023-08-18 14:41:01,507 | log | INFO | ----Completed 175 lines-----
2023-08-18 14:41:01,508 | log | INFO | ----Completed 176 lines-----
2023-08-18 14:41:01,508 | log | INFO | ----Completed 177 lines-----
2023-08-18 14:41:01,509 | log | INFO | ----Completed 178 lines-----
2023-08-18 14:41:01,509 | log | INFO | ----Completed 179 lines-----
2023-08-18 14:41:01,510 | log | INFO | ----Completed 180 lines-----
2023-08-18 14:41:01,510 | log | INFO | ----Completed 181 lines-----
2023-08-18 14:41:01,510 | log | INFO | ----Completed 182 lines-----
2023-08-18 14:41:01,511 | log | INFO | ----Completed 183 lines-----
2023-08-18 14:41:01,511 | log | INFO | ----Completed 184 lines-----
2023-08-18 14:41:01,511 | log | INFO | ----Completed 185 lines-----
2023-08-18 14:41:01,511 | log | INFO | ----Completed 186 lines-----
2023-08-18 14:41:01,512 | log | INFO | ----Completed 187 lines-----
2023-08-18 14:41:01,513 | log | INFO | ----Completed 188 lines-----
2023-08-18 14:41:01,513 | log | INFO | ----Completed 189 lines-----
2023-08-18 14:41:01,513 | log | INFO | ----Completed 190 lines-----
2023-08-18 14:41:01,514 | log | INFO | ----Completed 191 lines-----
2023-08-18 14:41:01,515 | log | INFO | ----Completed 192 lines-----
2023-08-18 14:41:01,515 | log | INFO | ----Completed 193 lines-----
2023-08-18 14:41:01,516 | log | INFO | ----Completed 194 lines-----
2023-08-18 14:41:01,517 | log | INFO | ----Completed 195 lines-----
2023-08-18 14:41:01,517 | log | INFO | ----Completed 196 lines-----
2023-08-18 14:41:01,519 | log | INFO | ----Completed 197 lines-----
2023-08-18 14:41:01,519 | log | INFO | ----Completed 198 lines-----
2023-08-18 14:41:01,520 | log | INFO | ----Completed 199 lines-----
2023-08-18 14:41:01,520 | log | INFO | ----Completed 200 lines-----
2023-08-18 14:41:01,521 | log | INFO | ----Completed 201 lines-----
2023-08-18 14:41:01,521 | log | INFO | ----Completed 202 lines-----
2023-08-18 14:41:01,521 | log | INFO | ----Completed 203 lines-----
2023-08-18 14:41:01,522 | log | INFO | ----Completed 204 lines-----
2023-08-18 14:41:01,522 | log | INFO | ----Completed 205 lines-----
2023-08-18 14:41:01,522 | log | INFO | ----Completed 206 lines-----
2023-08-18 14:41:01,524 | log | INFO | ----Completed 207 lines-----
2023-08-18 14:41:01,524 | log | INFO | ----Completed 208 lines-----
2023-08-18 14:41:01,524 | log | INFO | ----Completed 209 lines-----
2023-08-18 14:41:01,525 | log | INFO | ----Completed 210 lines-----
2023-08-18 14:41:01,525 | log | INFO | ----Completed 211 lines-----
2023-08-18 14:41:01,525 | log | INFO | ----Completed 212 lines-----
2023-08-18 14:41:01,526 | log | INFO | ----Completed 213 lines-----
2023-08-18 14:41:01,526 | log | INFO | ----Completed 214 lines-----
2023-08-18 14:41:01,527 | log | INFO | ----Completed 215 lines-----
2023-08-18 14:41:01,527 | log | INFO | ----Completed 216 lines-----
2023-08-18 14:41:01,528 | log | INFO | ----Completed 217 lines-----
2023-08-18 14:41:01,528 | log | INFO | ----Completed 218 lines-----
2023-08-18 14:41:01,529 | log | INFO | ----Completed 219 lines-----
2023-08-18 14:41:01,529 | log | INFO | ----Completed 220 lines-----
2023-08-18 14:41:01,529 | log | INFO | ----Completed 221 lines-----
2023-08-18 14:41:01,530 | log | INFO | ----Completed 222 lines-----
2023-08-18 14:41:01,530 | log | INFO | ----Completed 223 lines-----
2023-08-18 14:41:01,531 | log | INFO | ----Completed 224 lines-----
2023-08-18 14:41:01,531 | log | INFO | ----Completed 225 lines-----
2023-08-18 14:41:01,531 | log | INFO | ----Completed 226 lines-----
2023-08-18 14:41:01,533 | log | INFO | ----Completed 227 lines-----
2023-08-18 14:41:01,533 | log | INFO | ----Completed 228 lines-----
2023-08-18 14:41:01,534 | log | INFO | ----Completed 229 lines-----
2023-08-18 14:41:01,534 | log | INFO | ----Completed 230 lines-----
2023-08-18 14:41:01,535 | log | INFO | ----Completed 231 lines-----
2023-08-18 14:41:01,535 | log | INFO | ----Completed 232 lines-----
2023-08-18 14:41:01,535 | log | INFO | ----Completed 233 lines-----
2023-08-18 14:41:01,536 | log | INFO | ----Completed 234 lines-----
2023-08-18 14:41:01,536 | log | INFO | ----Completed 235 lines-----
2023-08-18 14:41:01,537 | log | INFO | ----Completed 236 lines-----
2023-08-18 14:41:01,537 | log | INFO | ----Completed 237 lines-----
2023-08-18 14:41:01,538 | log | INFO | ----Completed 238 lines-----
2023-08-18 14:41:01,538 | log | INFO | ----Completed 239 lines-----
2023-08-18 14:41:01,538 | log | INFO | ----Completed 240 lines-----
2023-08-18 14:41:01,539 | log | INFO | ----Completed 241 lines-----
2023-08-18 14:41:01,539 | log | INFO | ----Completed 242 lines-----
2023-08-18 14:41:01,540 | log | INFO | ----Completed 243 lines-----
2023-08-18 14:41:01,540 | log | INFO | ----Completed 244 lines-----
2023-08-18 14:41:01,540 | log | INFO | ----Completed 245 lines-----
2023-08-18 14:41:01,541 | log | INFO | ----Completed 246 lines-----
2023-08-18 14:41:01,541 | log | INFO | ----Completed 247 lines-----
2023-08-18 14:41:01,541 | log | INFO | ----Completed 248 lines-----
2023-08-18 14:41:01,541 | log | INFO | ----Completed 249 lines-----
2023-08-18 14:41:01,543 | log | INFO | ----Completed 250 lines-----
2023-08-18 14:41:01,543 | log | INFO | ----Completed 251 lines-----
2023-08-18 14:41:01,543 | log | INFO | ----Completed 252 lines-----
2023-08-18 14:41:01,544 | log | INFO | ----Completed 253 lines-----
2023-08-18 14:41:01,544 | log | INFO | ----Completed 254 lines-----
2023-08-18 14:41:01,544 | log | INFO | ----Completed 255 lines-----
2023-08-18 14:41:01,545 | log | INFO | ----Completed 256 lines-----
2023-08-18 14:41:01,545 | log | INFO | ----Completed 257 lines-----
2023-08-18 14:41:01,545 | log | INFO | ----Completed 258 lines-----
2023-08-18 14:41:01,545 | log | INFO | ----Completed 259 lines-----
2023-08-18 14:41:01,546 | log | INFO | ----Completed 260 lines-----
2023-08-18 14:41:01,546 | log | INFO | ----Completed 261 lines-----
2023-08-18 14:41:01,546 | log | INFO | ----Completed 262 lines-----
2023-08-18 14:41:01,546 | log | INFO | ----Completed 263 lines-----
